BWV,BC,Title,Key,Date,Genre,Scoring,Notes
583,J08,Trio,D minor,1723–29?,Trios,For organ,
584,—,Trio,G minor,—,Trios,For organ,Bach's authorship uncertain
585,—,Trio,C minor,—,Trios,For organ,spurious; composed by Johann Friedrich Fasch
586,—,Trio,G major,—,Trios,For organ,spurious; based on music by Georg Philipp Telemann
